 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Northern Sydney LHD, 2002-03, Rest of NSW, Females,"11,443",366.7,360,373.5
 Northern Sydney LHD, 2002-03, Rest of NSW, Persons,"29,995",510.9,505.1,516.7
 Northern Sydney LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Northern Sydney LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Northern Sydney LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Northern Sydney LHD, 2003-04, Northern Sydney LHD, Males,"2,454",626.1,601.5,651.4
 Northern Sydney LHD, 2003-04, Northern Sydney LHD, Females,"2,298",507.4,486.4,529
 Northern Sydney LHD, 2003-04, Northern Sydney LHD, Persons,"4,752",562,546,578.4
 Northern Sydney LHD, 2003-04, Rest of NSW, Males,"18,804",656.6,647.2,666.1
 Northern Sydney LHD, 2003-04, Rest of NSW, Females,"12,020",380.3,373.4,387.2
 Northern Sydney LHD, 2003-04, Rest of NSW, Persons,"30,824",519.6,513.8,525.5
 Northern Sydney LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Northern Sydney LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Northern Sydney LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Northern Sydney LHD, 2004-05, Northern Sydney LHD, Males,"2,712",688.3,662.6,714.8
 Northern Sydney LHD, 2004-05, Northern Sydney LHD, Females,"2,610",574.4,552.1,597.3
 Northern Sydney LHD, 2004-05, Northern Sydney LHD, Persons,"5,322",626.9,610.1,644.1
 Northern Sydney LHD, 2004-05, Rest of NSW, Males,"19,285",667.3,657.9,676.8
 Northern Sydney LHD, 2004-05, Rest of NSW, Females,"11,750",366.6,359.9,373.3
 Northern Sydney LHD, 2004-05, Rest of NSW, Persons,"31,035",517.6,511.9,523.4
 Northern Sydney LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Northern Sydney LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Northern Sydney LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Northern Sydney LHD, 2005-06, Northern Sydney LHD, Males,"2,800",711.9,685.7,738.9
 Northern Sydney LHD, 2005-06, Northern Sydney LHD, Females,"2,558",559.6,537.7,582.2
 Northern Sydney LHD, 2005-06, Northern Sydney LHD, Persons,"5,357",633.6,616.6,650.9
 Northern Sydney LHD, 2005-06, Rest of NSW, Males,"20,504",701.3,691.7,711
 Northern Sydney LHD, 2005-06, Rest of NSW, Females,"12,613",391.1,384.3,398.1
 Northern Sydney LHD, 2005-06, Rest of NSW, Persons,"33,116",546.2,540.3,552.1
 Northern Sydney LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Northern Sydney LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Northern Sydney LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Northern Sydney LHD, 2006-07, Northern Sydney LHD, Males,"3,129",787.9,760.5,816.1
 Northern Sydney LHD, 2006-07, Northern Sydney LHD, Females,"2,723",590.7,568.2,613.7
 Northern Sydney LHD, 2006-07, Northern Sydney LHD, Persons,"5,852",685.1,667.5,703.1
 Northern Sydney LHD, 2006-07, Rest of NSW, Males,"21,811",733.8,724.1,743.7
 Northern Sydney LHD, 2006-07, Rest of NSW, Females,"13,827",424.8,417.7,432.1
 Northern Sydney LHD, 2006-07, Rest of NSW, Persons,"35,637",579,573,585.1
 Northern Sydney LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Northern Sydney LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Northern Sydney LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Northern Sydney LHD, 2007-08, Northern Sydney LHD, Males,"3,322",819.6,791.9,848.1
 Northern Sydney LHD, 2007-08, Northern Sydney LHD, Females,"2,854",612.7,590,636
 Northern Sydney LHD, 2007-08, Northern Sydney LHD, Persons,"6,176",711.9,694.1,730
 Northern Sydney LHD, 2007-08, Rest of NSW, Males,"21,885",721.8,712.2,731.5
 Northern Sydney LHD, 2007-08, Rest of NSW, Females,"14,297",429.9,422.8,437.1
 Northern Sydney LHD, 2007-08, Rest of NSW, Persons,"36,182",575.8,569.8,581.7
 Northern Sydney LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Northern Sydney LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Northern Sydney LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Northern Sydney LHD, 2008-09, Northern Sydney LHD, Males,"3,250",785.6,758.7,813.2
 Northern Sydney LHD, 2008-09, Northern Sydney LHD, Females,"3,107",656.7,633.4,680.7
 Northern Sydney LHD, 2008-09, Northern Sydney LHD, Persons,"6,357",718.1,700.4,736.2
 Northern Sydney LHD, 2008-09, Rest of NSW, Males,"22,285",720.8,711.4,730.4
 Northern Sydney LHD, 2008-09, Rest of NSW, Females,"14,587",432.1,425,439.3
 Northern Sydney LHD, 2008-09, Rest of NSW, Persons,"36,872",576.1,570.2,582
 Northern Sydney LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Northern Sydney LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Northern Sydney LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Northern Sydney LHD, 2009-10, Northern Sydney LHD, Males,"3,005",711,685.7,737
 Northern Sydney LHD, 2009-10, Northern Sydney LHD, Females,"3,166",654.4,631.4,678.1
 Northern Sydney LHD, 2009-10, Northern Sydney LHD, Persons,"6,170",680.8,663.7,698.1
 Northern Sydney LHD, 2009-10, Rest of NSW, Males,"22,624",718.3,708.9,727.7
 Northern Sydney LHD, 2009-10, Rest of NSW, Females,"14,788",429.1,422.1,436.1
 Northern Sydney LHD, 2009-10, Rest of NSW, Persons,"37,413",573.4,567.6,579.3
 Northern Sydney LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Northern Sydney LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Northern Sydney LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Northern Sydney LHD, 2010-11, Northern Sydney LHD, Males,"3,322",771.2,745.1,798
 Northern Sydney LHD, 2010-11, Northern Sydney LHD, Females,"3,259",658.9,636,682.4
 Northern Sydney LHD, 2010-11, Northern Sydney LHD, Persons,"6,581",712,694.7,729.7
 Northern Sydney LHD, 2010-11, Rest of NSW, Males,"22,902",712.7,703.5,722.1
 Northern Sydney LHD, 2010-11, Rest of NSW, Females,"15,041",427.7,420.8,434.7
 Northern Sydney LHD, 2010-11, Rest of NSW, Persons,"37,943",569.6,563.8,575.4
 Northern Sydney LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Northern Sydney LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Northern Sydney LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Northern Sydney LHD, 2011-12, Northern Sydney LHD, Males,"3,481",785,759,811.7
 Northern Sydney LHD, 2011-12, Northern Sydney LHD, Females,"3,381",681.7,658.4,705.5
 Northern Sydney LHD, 2011-12, Northern Sydney LHD, Persons,"6,862",730,712.7,747.7
 Northern Sydney LHD, 2011-12, Rest of NSW, Males,"23,495",718.1,708.8,727.4
 Northern Sydney LHD, 2011-12, Rest of NSW, Females,"15,399",432,425,439
 Northern Sydney LHD, 2011-12, Rest of NSW, Persons,"38,894",573.8,568,579.6
 Northern Sydney LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Northern Sydney LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Northern Sydney LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Northern Sydney LHD, 2012-13, Northern Sydney LHD, Males,"3,581",803.1,776.8,829.9
 Northern Sydney LHD, 2012-13, Northern Sydney LHD, Females,"3,555",702.1,678.8,726.1
 Northern Sydney LHD, 2012-13, Northern Sydney LHD, Persons,"7,136",748.1,730.6,765.9
 Northern Sydney LHD, 2012-13, Rest of NSW, Males,"24,366",735.5,726.2,744.9
 Northern Sydney LHD, 2012-13, Rest of NSW, Females,"15,503",425.4,418.6,432.3
 Northern Sydney LHD, 2012-13, Rest of NSW, Persons,"39,869",578.8,573,584.5
 Northern Sydney LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Northern Sydney LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Northern Sydney LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Northern Sydney LHD, 2013-14, Northern Sydney LHD, Males,"3,612",803,776.9,829.8
 Northern Sydney LHD, 2013-14, Northern Sydney LHD, Females,"3,529",695.4,672.2,719.2
 Northern Sydney LHD, 2013-14, Northern Sydney LHD, Persons,"7,141",744.9,727.5,762.6
 Northern Sydney LHD, 2013-14, Rest of NSW, Males,"24,508",728.8,719.6,738
 Northern Sydney LHD, 2013-14, Rest of NSW, Females,"15,774",429,422.2,435.9
 Northern Sydney LHD, 2013-14, Rest of NSW, Persons,"40,282",577.1,571.4,582.8
 Northern Sydney LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Northern Sydney LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Northern Sydney LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Northern Sydney LHD, 2014-15, Northern Sydney LHD, Males,"3,724",811,785.1,837.7
 Northern Sydney LHD, 2014-15, Northern Sydney LHD, Females,"3,325",635.8,614,658.3
 Northern Sydney LHD, 2014-15, Northern Sydney LHD, Persons,"7,049",718.4,701.5,735.6
 Northern Sydney LHD, 2014-15, Rest of NSW, Males,"25,151",736.2,727,745.4
 Northern Sydney LHD, 2014-15, Rest of NSW, Females,"15,924",426.7,420,433.6
 Northern Sydney LHD, 2014-15, Rest of NSW, Persons,"41,074",579.3,573.7,585
 Northern Sydney LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Northern Sydney LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Northern Sydney LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Northern Sydney LHD, 2015-16, Northern Sydney LHD, Males,"3,390",725.4,701.1,750.4
 Northern Sydney LHD, 2015-16, Northern Sydney LHD, Females,"3,120",590.2,569.2,611.7
 Northern Sydney LHD, 2015-16, Northern Sydney LHD, Persons,"6,510",654.6,638.6,670.9
 Northern Sydney LHD, 2015-16, Rest of NSW, Males,"25,238",727.5,718.4,736.6
 Northern Sydney LHD, 2015-16, Rest of NSW, Females,"15,845",418.6,412,425.3
 Northern Sydney LHD, 2015-16, Rest of NSW, Persons,"41,083",571.3,565.7,577
 Northern Sydney LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Northern Sydney LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Northern Sydney LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Northern Sydney LHD, 2016-17, Northern Sydney LHD, Males,"3,900",832.9,806.7,859.6
 Northern Sydney LHD, 2016-17, Northern Sydney LHD, Females,"3,058",570.5,549.9,591.6
 Northern Sydney LHD, 2016-17, Northern Sydney LHD, Persons,"6,958",697.7,681.2,714.6
 Northern Sydney LHD, 2016-17, Rest of NSW, Males,"26,322",742.1,733,751.2
 Northern Sydney LHD, 2016-17, Rest of NSW, Females,"16,901",437.4,430.7,444.3
 Northern Sydney LHD, 2016-17, Rest of NSW, Persons,"43,223",588.6,583,594.2
 Northern Sydney LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Northern Sydney LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Northern Sydney LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Central Coast LHD, 2001-02, Central Coast LHD, Males,"1,177",832.8,785.3,882.4
 Central Coast LHD, 2001-02, Central Coast LHD, Females,825,449.1,417.6,482.2
 Central Coast LHD, 2001-02, Central Coast LHD, Persons,"2,002",638.4,610,667.7
 Central Coast LHD, 2001-02, Rest of NSW, Males,"22,736",743.5,733.8,753.3
 Central Coast LHD, 2001-02, Rest of NSW, Females,"13,658",409.7,402.9,416.7
 Central Coast LHD, 2001-02, Rest of NSW, Persons,"36,394",577.4,571.5,583.3
 Central Coast LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Central Coast LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Central Coast LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Central Coast LHD, 2002-03, Central Coast LHD, Males,"1,186",828.8,781.7,878
 Central Coast LHD, 2002-03, Central Coast LHD, Females,795,435.7,404.7,468.4
 Central Coast LHD, 2002-03, Central Coast LHD, Persons,"1,981",628.4,600.4,657.4
 Central Coast LHD, 2002-03, Rest of NSW, Males,"19,783",641.9,633,651
 Central Coast LHD, 2002-03, Rest of NSW, Females,"12,890",380.1,373.5,386.7
 Central Coast LHD, 2002-03, Rest of NSW, Persons,"32,673",511.3,505.8,516.9
 Central Coast LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Central Coast LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Central Coast LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Central Coast LHD, 2003-04, Central Coast LHD, Males,"1,166",813.5,766.8,862.3
 Central Coast LHD, 2003-04, Central Coast LHD, Females,923,509.7,476,545.1
 Central Coast LHD, 2003-04, Central Coast LHD, Persons,"2,089",660,631.3,689.7
 Central Coast LHD, 2003-04, Rest of NSW, Males,"20,091",646.8,637.9,655.9
 Central Coast LHD, 2003-04, Rest of NSW, Females,"13,396",390.4,383.8,397.1
 Central Coast LHD, 2003-04, Rest of NSW, Persons,"33,487",518.9,513.3,524.5
 Central Coast LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Central Coast LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Central Coast LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Central Coast LHD, 2004-05, Central Coast LHD, Males,"1,226",851.2,803.4,901
 Central Coast LHD, 2004-05, Central Coast LHD, Females,850,459.2,427.5,492.6
 Central Coast LHD, 2004-05, Central Coast LHD, Persons,"2,076",651.6,623.1,681.1
 Central Coast LHD, 2004-05, Rest of NSW, Males,"20,771",662.4,653.3,671.5
 Central Coast LHD, 2004-05, Rest of NSW, Females,"13,510",389.2,382.6,395.8
 Central Coast LHD, 2004-05, Rest of NSW, Persons,"34,281",525.7,520.1,531.3
 Central Coast LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Central Coast LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Central Coast LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Central Coast LHD, 2005-06, Central Coast LHD, Males,"1,298",887,838.6,937.5
 Central Coast LHD, 2005-06, Central Coast LHD, Females,940,508.4,474.9,543.5
 Central Coast LHD, 2005-06, Central Coast LHD, Persons,"2,238",693.9,664.6,724.2
 Central Coast LHD, 2005-06, Rest of NSW, Males,"22,006",694.2,685,703.5
 Central Coast LHD, 2005-06, Rest of NSW, Females,"14,230",407.2,400.5,414
 Central Coast LHD, 2005-06, Rest of NSW, Persons,"36,236",550.3,544.7,556.1
 Central Coast LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Central Coast LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Central Coast LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Central Coast LHD, 2006-07, Central Coast LHD, Males,"1,277",872.5,824.5,922.7
 Central Coast LHD, 2006-07, Central Coast LHD, Females,"1,022",552.6,517.7,589.1
 Central Coast LHD, 2006-07, Central Coast LHD, Persons,"2,298",708.6,679.1,739.1
 Central Coast LHD, 2006-07, Rest of NSW, Males,"23,663",734.6,725.3,744.1
 Central Coast LHD, 2006-07, Rest of NSW, Females,"15,528",440,433,447
 Central Coast LHD, 2006-07, Rest of NSW, Persons,"39,191",586.5,580.7,592.3
 Central Coast LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Central Coast LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Central Coast LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Central Coast LHD, 2007-08, Central Coast LHD, Males,"1,148",752.8,709,798.5
 Central Coast LHD, 2007-08, Central Coast LHD, Females,911,477.4,445.4,511.1
 Central Coast LHD, 2007-08, Central Coast LHD, Persons,"2,059",611.8,584.7,639.7
 Central Coast LHD, 2007-08, Rest of NSW, Males,"24,059",732.8,723.6,742.2
 Central Coast LHD, 2007-08, Rest of NSW, Females,"16,241",451.4,444.4,458.5
 Central Coast LHD, 2007-08, Rest of NSW, Persons,"40,299",591.6,585.8,597.4
 Central Coast LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Central Coast LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Central Coast LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Central Coast LHD, 2008-09, Central Coast LHD, Males,"1,249",805.3,760.3,852.2
 Central Coast LHD, 2008-09, Central Coast LHD, Females,924,481.6,449.4,515.4
 Central Coast LHD, 2008-09, Central Coast LHD, Persons,"2,174",640.1,612.6,668.6
 Central Coast LHD, 2008-09, Rest of NSW, Males,"24,286",725.9,716.7,735.1
 Central Coast LHD, 2008-09, Rest of NSW, Females,"16,769",458.9,451.9,466
 Central Coast LHD, 2008-09, Rest of NSW, Persons,"41,056",591.6,585.9,597.4
 Central Coast LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Central Coast LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Central Coast LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Central Coast LHD, 2009-10, Central Coast LHD, Males,"1,185",753.5,710.3,798.6
 Central Coast LHD, 2009-10, Central Coast LHD, Females,945,492.3,459.6,526.5
 Central Coast LHD, 2009-10, Central Coast LHD, Persons,"2,130",621.4,594.3,649.3
 Central Coast LHD, 2009-10, Rest of NSW, Males,"24,444",716.7,707.7,725.8
 Central Coast LHD, 2009-10, Rest of NSW, Females,"17,009",455.4,448.5,462.4
 Central Coast LHD, 2009-10, Rest of NSW, Persons,"41,453",585.3,579.6,591
 Central Coast LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Central Coast LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Central Coast LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Central Coast LHD, 2010-11, Central Coast LHD, Males,"1,281",805.2,760.6,851.7
 Central Coast LHD, 2010-11, Central Coast LHD, Females,947,467.3,436.4,499.8
 Central Coast LHD, 2010-11, Central Coast LHD, Persons,"2,228",633.1,606,661
 Central Coast LHD, 2010-11, Rest of NSW, Males,"24,942",717,708.1,726
 Central Coast LHD, 2010-11, Rest of NSW, Females,"17,354",455.5,448.7,462.5
 Central Coast LHD, 2010-11, Rest of NSW, Persons,"42,296",585.2,579.6,590.8
 Central Coast LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Central Coast LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Central Coast LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Central Coast LHD, 2011-12, Central Coast LHD, Males,"1,286",793.1,749.1,838.9
 Central Coast LHD, 2011-12, Central Coast LHD, Females,927,456.7,426.1,488.8
 Central Coast LHD, 2011-12, Central Coast LHD, Persons,"2,213",620.5,593.8,648
 Central Coast LHD, 2011-12, Rest of NSW, Males,"25,690",724.1,715.2,733.1
 Central Coast LHD, 2011-12, Rest of NSW, Females,"17,853",462.8,455.9,469.7
 Central Coast LHD, 2011-12, Rest of NSW, Persons,"43,542",591.9,586.3,597.5
 Central Coast LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Central Coast LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Central Coast LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Central Coast LHD, 2012-13, Central Coast LHD, Males,"1,284",779,735.7,824.2
 Central Coast LHD, 2012-13, Central Coast LHD, Females,973,473.4,442.4,506
 Central Coast LHD, 2012-13, Central Coast LHD, Persons,"2,257",621.6,595.1,649
 Central Coast LHD, 2012-13, Rest of NSW, Males,"26,662",743.3,734.4,752.4
 Central Coast LHD, 2012-13, Rest of NSW, Females,"18,085",458.9,452.1,465.8
 Central Coast LHD, 2012-13, Rest of NSW, Persons,"44,748",598.9,593.3,604.6
 Central Coast LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Central Coast LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Central Coast LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Central Coast LHD, 2013-14, Central Coast LHD, Males,"1,281",762.4,719.8,806.8
 Central Coast LHD, 2013-14, Central Coast LHD, Females,969,477.7,446.3,510.7
 Central Coast LHD, 2013-14, Central Coast LHD, Persons,"2,250",615.2,588.9,642.4
 Central Coast LHD, 2013-14, Rest of NSW, Males,"26,838",737.3,728.4,746.2
 Central Coast LHD, 2013-14, Rest of NSW, Females,"18,335",462,455.2,468.8
 Central Coast LHD, 2013-14, Rest of NSW, Persons,"45,173",597.4,591.9,603
 Central Coast LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Central Coast LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Central Coast LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Central Coast LHD, 2014-15, Central Coast LHD, Males,"1,377",818.6,774.5,864.5
 Central Coast LHD, 2014-15, Central Coast LHD, Females,"1,112",561.6,527.1,597.6
 Central Coast LHD, 2014-15, Central Coast LHD, Persons,"2,489",685.7,657.8,714.5
 Central Coast LHD, 2014-15, Rest of NSW, Males,"27,498",742.5,733.6,751.4
 Central Coast LHD, 2014-15, Rest of NSW, Females,"18,136",448.6,442,455.3
 Central Coast LHD, 2014-15, Rest of NSW, Persons,"45,634",593,587.6,598.6
 Central Coast LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Central Coast LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Central Coast LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Central Coast LHD, 2015-16, Central Coast LHD, Males,"1,389",809,765.6,854.2
 Central Coast LHD, 2015-16, Central Coast LHD, Females,"1,057",505.4,473.6,538.7
 Central Coast LHD, 2015-16, Central Coast LHD, Persons,"2,446",653.1,626.3,680.7
 Central Coast LHD, 2015-16, Rest of NSW, Males,"27,240",723.6,714.9,732.3
 Central Coast LHD, 2015-16, Rest of NSW, Females,"17,907",436.5,430,443.1
 Central Coast LHD, 2015-16, Rest of NSW, Persons,"45,147",578.1,572.7,583.5
 Central Coast LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Central Coast LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Central Coast LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Central Coast LHD, 2016-17, Central Coast LHD, Males,"1,582",910.4,864.3,958.2
 Central Coast LHD, 2016-17, Central Coast LHD, Females,"1,173",567.7,533.5,603.3
 Central Coast LHD, 2016-17, Central Coast LHD, Persons,"2,755",735.2,706.6,764.6
 Central Coast LHD, 2016-17, Rest of NSW, Males,"28,640",746.4,737.7,755.2
 Central Coast LHD, 2016-17, Rest of NSW, Females,"18,787",448.2,441.7,454.8
 Central Coast LHD, 2016-17, Rest of NSW, Persons,"47,427",595.8,590.4,601.3
 Central Coast LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Central Coast LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Central Coast LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Hunter New England LHD, 2001-02, Hunter New England LHD, Males,"2,648",673.1,647.6,699.4
 Hunter New England LHD, 2001-02, Hunter New England LHD, Females,"1,572",345.3,328.1,363.1
 Hunter New England LHD, 2001-02, Hunter New England LHD, Persons,"4,220",510.6,495.2,526.3
 Hunter New England LHD, 2001-02, Rest of NSW, Males,"21,265",758.4,748.2,768.7
 Hunter New England LHD, 2001-02, Rest of NSW, Females,"12,911",421.9,414.6,429.2
 Hunter New England LHD, 2001-02, Rest of NSW, Persons,"34,176",590.7,584.5,597
 Hunter New England LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Hunter New England LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Hunter New England LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Hunter New England LHD, 2002-03, Hunter New England LHD, Males,"2,299",574.3,550.8,598.4
 Hunter New England LHD, 2002-03, Hunter New England LHD, Females,"1,508",323.2,306.8,340.3
 Hunter New England LHD, 2002-03, Hunter New England LHD, Persons,"3,807",449.5,435.2,464.1
 Hunter New England LHD, 2002-03, Rest of NSW, Males,"18,670",660.9,651.4,670.5
 Hunter New England LHD, 2002-03, Rest of NSW, Females,"12,177",391.3,384.3,398.3
 Hunter New England LHD, 2002-03, Rest of NSW, Persons,"30,847",526.2,520.4,532.1
 Hunter New England LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Hunter New England LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Hunter New England LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Hunter New England LHD, 2003-04, Hunter New England LHD, Males,"2,335",575.5,552.1,599.6
 Hunter New England LHD, 2003-04, Hunter New England LHD, Females,"1,641",346.9,329.9,364.5
 Hunter New England LHD, 2003-04, Hunter New England LHD, Persons,"3,976",462.7,448.3,477.5
 Hunter New England LHD, 2003-04, Rest of NSW, Males,"18,923",664.7,655.3,674.3
 Hunter New England LHD, 2003-04, Rest of NSW, Females,"12,677",403,396,410.2
 Hunter New England LHD, 2003-04, Rest of NSW, Persons,"31,600",533.9,528,539.8
 Hunter New England LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Hunter New England LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Hunter New England LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Hunter New England LHD, 2004-05, Hunter New England LHD, Males,"2,394",586.8,563.2,611
 Hunter New England LHD, 2004-05, Hunter New England LHD, Females,"1,650",342.8,326.1,360.2
 Hunter New England LHD, 2004-05, Hunter New England LHD, Persons,"4,044",466.1,451.6,480.9
 Hunter New England LHD, 2004-05, Rest of NSW, Males,"19,604",682.2,672.6,691.8
 Hunter New England LHD, 2004-05, Rest of NSW, Females,"12,710",399.3,392.4,406.4
 Hunter New England LHD, 2004-05, Rest of NSW, Persons,"32,314",540.3,534.4,546.3
 Hunter New England LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Hunter New England LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Hunter New England LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Hunter New England LHD, 2005-06, Hunter New England LHD, Males,"2,652",647,622.3,672.4
 Hunter New England LHD, 2005-06, Hunter New England LHD, Females,"1,771",369,351.5,387
